Name,Description,IsProperty,IsActive,RowGUID,OwnerID,ItemID
"<= 2 years",,0,-1,"{ADF65BB2-753F-4B9C-AE0F4392BC1ABF9A}",1012,4662
"<= 3 years",,0,-1,"{35F30D69-36EE-467A-B43BBA819D0D822F}",1012,4663
"<= 5 years",,0,-1,"{2E7E7148-EB21-4489-95C22631C96DDFCA}",1012,4664
"<= 10 years",,0,-1,"{95791257-C10B-46C0-A80A25A56C386EEC}",1012,4665
"Portfolio identification",,-1,-1,"{F51C5A84-2398-4A83-87551AAF15964B56}",1012,4666
"Market value (numeric value only)",,-1,-1,"{C6D044A5-2297-4578-8933E4E89B7EC39B}",1012,4667
"All price risk capital charge for CTP (numeric value only)",,-1,-1,"{65F09F3B-07F0-433B-A93C9D49645FA2A7}",1012,4668
"Incremental default and migration risk capital charge (numeric value only)",,-1,-1,"{47A17A46-D25B-463D-8D36A4BC2263AD3F}",1012,4669
"Stressed VAR (numeric value only)",,-1,-1,"{2E48DF42-B3FE-40E5-AD6151E635DB6A5A}",1012,4670
"VAR (numeric value only)",,-1,-1,"{877813E8-A3CE-477B-9D09ABB0B17077D4}",1012,4671
"Leverage ratio add-on for counterparty credit risk.","Difference between transaction legs as per 429 b (1)",0,-1,"{AB42122E-AF09-406E-8D7FBB76E45900A1}",1012,4672
"Leverage ratio add-on for counterparty credit risk. Financial collateral simple method","Financial collateral method. Floor adjustment according to 429 b (4)",0,-1,"{38418EBA-F320-4960-B3C3D6D188E2AF22}",1012,4673
"Alternative liquidity approaches",,0,-1,"{B287D92D-C045-4586-909DBAE10D84E6B0}",1012,4674
"Other liquid assets",,0,-1,"{62F12112-7399-4C0E-B3D20C600FA3E9B2}",1012,4675
"Level 1 assets",,0,-1,"{58699724-B9C9-414D-A0B6801D3B16CCD0}",1012,4676
"Level 2A",,0,-1,"{0DBF2FF6-41F9-4010-8E02EF9071696A20}",1012,4677
"Level 2B",,0,-1,"{CFA09B18-468A-4853-926E14241708439F}",1012,4678
"Level 1 where underlying is coins/banknotes and/or central bank exposure",,0,-1,"{A5C96461-3D90-4E61-B280278FEFBD0454}",1012,4679
"Level 1 where underlying is Level 1 assets excluding extremely high quality covered bonds",,0,-1,"{38A71C67-94F7-44C6-9C0B1F3301D77F46}",1012,4680
"Operational deposits",,0,-1,"{FDAF494B-879B-4DC4-84AE5022A17555A3}",1012,4681
"All inflows",,0,-1,"{4DBB7C1F-B7B5-41AC-90F516AA544AD5A5}",1012,4682
"Inflows from unsecured transactions/deposits",,0,-1,"{FED1649E-8BF9-4955-BC7FD210E2FF7E5D}",1012,4683
"Financial customers and central banks",,0,-1,"{0560FF25-CBD2-460A-953753B24AA2DD56}",1012,4684
"Secured Lending and capital market-driven transactions",,0,-1,"{31E31A98-BF66-4035-8909DBECBAB6D8E1}",1012,4685
"Credit institutions, multilateral development banks and PSEs",,0,-1,"{C40C1157-98F7-4367-A3A114DFC29EAB93}",1012,4686
"Level 1 extremely high quality covered bonds",,0,-1,"{15B663AC-6D6C-4845-97239E3C8E53D73E}",1012,4687
"Underlying is legally obliged to be extremely high quality covered bonds",,0,-1,"{1CC0E6B4-FD47-4115-9C39DA038CF0D71C}",1012,4688
"Underlying is legally obliged to be Level 1 assets excluding extremely high quality covered bonds",,0,-1,"{4BC23B1C-3E13-434D-AF9CC9357945D871}",1012,4689
"Underlying is legally obliged to be Level 2A assets",,0,-1,"{09556562-64AE-41B1-BB6FEF5E31223C16}",1012,4690
"Underlying is legally obliged to be Level 2B assets",,0,-1,"{E38D6E06-CA17-4EC2-90DFF1BE447C29CA}",1012,4691
"Underlying has no legal obligation",,0,-1,"{E7DBDB3C-AADD-4014-AA25D267F5328C1D}",1012,4692
"Net liquidity outflows due to close out of the hedge",,0,-1,"{D261F3C5-6394-4DD5-8E614C21DD6CF13C}",1012,4693
"Net liquidity inflows due to close out of the hedge",,0,-1,"{510F6C0D-9912-40F1-974DEF276B7477F4}",1012,4694
"Sponsored guaranteed bank assets subject to grandfathering",,0,-1,"{2914D142-D301-40CC-8DC809110A040DEF}",1012,4695
"Sponsored impaired asset management agencies subject to transitional provision",,0,-1,"{1E338570-0789-4037-8602434D1127C2D2}",1012,4696
"Backed by residential loans subject to transitional provision",,0,-1,"{750C5BEC-A9E3-4D17-B98719BA29DD755F}",1012,4697
"Liquid asset excluded due to currency reasons","Excluded due to currency reasons. Portion of assets complying with Article 8(6), 10(1)(d) and Article 12(1)(c) that is not recognisable by institution under the provisions set out in those Articles.",0,-1,"{F979B9FA-2965-463B-BED31ED1FD46A241}",1012,4698
"Liquid asset excluded for operational reasons (and not reported as excluded for currency reasons)","Excluded for operational reasons (and not reported as excluded for currency reasons). Complying with Article 7 of the Commission delegated regulation but that do not meet the requirements specified in Article 8 of the same regulation, provided that they have not been reported as excluded for currency reasons.",0,-1,"{8CAB5BBF-50F3-4F32-8752F7161191AADA}",1012,4699
"Level 1 Non-interest bearing assets (held by credit institutions for religious reasons)",,0,-1,"{AAF6669B-060F-4C82-8AEDE815433425B9}",1012,4700
"Level 2A Non-interest bearing assets (held by credit institutions for religious reasons)",,0,-1,"{3D87FB38-3EEF-47E4-AFA3781DA3B4B06B}",1012,4701
"CQS 2 / CQS 3",,0,-1,"{4171EA71-40D4-4301-A79FD22B08AF60CD}",1012,4702
"CQS 3-5",,0,-1,"{03A4502F-6C98-48A8-81FAF80B41616863}",1012,4703
"Underlying is corporate debt securities (CQS 2/3), shares (major stock index) or non-interest bearing assets (held by credit institutions for religious reasons) (CQS 3-5)",,0,-1,"{195C3A86-D767-40EE-A0DF45FEC0AEB1AB}",1012,4704
"Corporate debt securities (CQS 2/3) or shares (major stock index)",,0,-1,"{66CD5967-DB18-493D-8FA3ED991292E7BE}",1012,4705
"Outflows from unsecured transactions/deposits",,0,-1,"{781BEDE3-888E-42E6-AE03E8FE3D7F77D8}",1012,4706
"Additional outflows",,0,-1,"{68D63C68-193C-4E4B-A39D8D7BB09C76F0}",1012,4707
"Other products and services",,0,-1,"{817615A8-87E9-4798-8FDBF03A2686BC8A}",1012,4708
"Central governments, multilateral development banks, public sector entities",,0,-1,"{3454B087-9BA0-4352-B3F1357201C49ED8}",1012,4709
"Counterparty is central government, public sector entity <= RW20%, multi lateral development bank",,0,-1,"{82E38BD9-F430-4C40-A08055D63A2727C6}",1012,4710
"Counterparties other than central banks, central government, public sector entity <= RW20%, multi lateral development bank",,0,-1,"{1A029788-DD05-4791-B7E113834030207B}",1012,4711
"Central governments, central banks, multilateral development banks and public sector entities",,0,-1,"{75543A22-1A81-4396-9E732A726D36C37F}",1012,4712
"Institutional protection scheme or cooperative network",,0,-1,"{B037954D-BA6D-4D84-B213B9D7DB499B9B}",1012,4713
"Intra-group or institutional protection scheme",,0,-1,"{436B57E3-600E-4B2A-B49D5332C31187AD}",1012,4714
"Stable deposits",,0,-1,"{8D6CFBBE-65DF-495E-8FDAA87A71D27912}",1012,4715
"Third countries",,0,-1,"{153B7E9C-346C-4088-BBCC3A2D5A737CB7}",1012,4716
"Payout has been agreed in the following 30 days",,0,-1,"{98387128-2255-4772-BF2747882CB36122}",1012,4717
"Subject to higher outflows (category 1)",,0,-1,"{F3914A28-E005-4DD1-B23A58A7275AC992}",1012,4718
"Subject to higher outflows (category 2)",,0,-1,"{BEE949A1-4188-44D3-A837BAFFBEA0EA98}",1012,4719
"Derogated stable deposits",,0,-1,"{666385C1-C772-4252-9BF4D76910118581}",1012,4720
"Securities maturing within 30 days",,0,-1,"{97C374A4-61AF-4CAF-AC7BB0583BF8A915}",1012,4721
"Corresponding to principal repayment, not corresponding to outflows in accordance with promotional loan commitments","Corresponding to principal repayment (Article 32(3)(a) of Commission delegated regulation), not corresponding to outflows in accordance with promotional loan commitments (Article 31(9)).",0,-1,"{B435C824-1637-4AEA-8AC2DB9578803D3D}",1012,4722
"Not corresponding to principal repayment","Not corresponding to principal (includes interest and fees due). Article 32(3)(a) of Commission delegated regulation.",0,-1,"{266877D2-46C5-4325-92EC542FA2771F27}",1012,4723
"Inflows corresponding to outflows in accordance with promotional loan commitments","Inflows corresponding to outflows in accordance with promotional loan commitments referred to in Article 31(9) of Commission delegated regulation (Article 32(3)(a)).",0,-1,"{AB50B901-7F13-4801-91B7634C9BF10A20}",1012,4724
"Collateral is used to cover short positions",,0,-1,"{AAB93F6B-2794-44B2-8734590B3CC38B78}",1012,4725
"Collateral is NOT used to cover short positions",,0,-1,"{8E6AB7C3-B89D-4E56-ADE87727688C44C7}",1012,4726
"Margin loans made against non liquid assets",,0,-1,"{C3E1895D-3833-4D9E-9D1F14326EC79EE1}",1012,4727
"Interdependent inflows",,0,-1,"{C3AA5A2B-9166-4BD5-915E57C4BC115761}",1012,4728
"FX inflows",,0,-1,"{A9B679A8-5E5B-4ACC-944E6E3655E37BB7}",1012,4729
"All types of collateral",,0,-1,"{38635F66-4381-4A16-91F7ECD5BFB0690C}",1012,4730
"Received undrawn credit or liquidity facilities",,0,-1,"{4BB074A6-364E-48C7-ABD8288A023DA539}",1012,4731
"Contract allows the credit institution to withdraw and request payment within 30 days",,0,-1,"{EB512059-442A-44DA-B710A8D97FB97186}",1012,4732
"Inflows from instruments not recognized as liquid assets",,0,-1,"{CFCCEE60-FBDE-47F3-A3E9AD6123619F69}",1012,4733
"Maintained for clearing, custody, cash management or other comparable services",,0,-1,"{E6C98431-D53A-4576-8F9FDD3DBF689204}",1012,4734
"Not treated as liquid assets for the depositing institution",,0,-1,"{46CDD2EA-80B5-4F14-B20A75F2E532A040}",1012,4735
"Treated as liquid assets for the depositing institution",,0,-1,"{D7E48970-C9D0-4983-9B2CA6F1E1C39ABB}",1012,4736
"Established relationships",,0,-1,"{39CCDD3D-04C2-47F9-BF8829FC8DD35600}",1012,4737
"Maintained to obtain cash clearing and central credit institution services within a network",,0,-1,"{54558051-9387-4101-8257D94C6DA8EA88}",1012,4738
"Non-operational deposits",,0,-1,"{5918D607-F38E-46E1-80DACDF78E8EBB3B}",1012,4739
"Correspondent banking and provisions of prime brokerage deposits",,0,-1,"{B7A7B4C3-57DC-46F5-91A509F50D03AB87}",1012,4740
"Other than correspondent banking and provisions of prime brokerage deposits",,0,-1,"{8738AFF0-3DF8-4D05-AB0F4745F68E9646}",1012,4741
"Collateral posted for derivatives",,0,-1,"{67604461-ACE8-4FBE-88D83C3F1F55944B}",1012,4742
"Level 1 excluding extremely high quality covered bonds",,0,-1,"{D3142F48-6784-44F0-BE595231D17C8463}",1012,4743
"Other than Level 1 assets",,0,-1,"{AEE4D9EC-54E7-40A5-92B8429D6BB2DE91}",1012,4744
"Deterioration of own credit quality by 3 notches",,0,-1,"{EC040B01-D0AD-45D6-A16EC117C3F8721A}",1012,4745
"hlba",,0,-1,"{AC24892C-B0BB-4B23-A63FFDADF7BDEDA8}",1012,4746
"amao",,0,-1,"{2B5BADA9-2F88-4829-B6DACCCA7E2BD3ED}",1012,4747
"Inflows from the release of balances held in segregated accounts",,0,-1,"{C65BD1C5-A6CE-43E7-A3962CE4A36BA499}",1012,4748
"All other inflows in line with Art. 32(2)(a) of Commission delegated regulation 2015/61 not captured anywhere else",,0,-1,"{84DE8AF0-3D10-4A60-9B530011F0A24C78}",1012,4749
"Short positions covered by collateralised secured financing transactions",,0,-1,"{11A37EB1-0D27-4694-9E7B49597DB73BB2}",1012,4750
"Short positions not covered by collateralised secured financing transactions",,0,-1,"{19DE5AB9-8FD5-4C48-9ED184301C5D1802}",1012,4751
"Callable excess collateral",,0,-1,"{9489046E-4E19-4ED8-9B35F7159BACD8E6}",1012,4752
"Due collateral",,0,-1,"{15DF2C7E-934A-40E5-A30AE510827FA42D}",1012,4753
"Liquid asset collateral exchangable for non-liquid asset collateral",,0,-1,"{918D1D78-B016-40AA-97FA97DDEE27D426}",1012,4754
"Financing facility",,0,-1,"{38151F94-112B-462E-98B1E598C6CA68C2}",1012,4755
"Financing instrument",,0,-1,"{5008B449-462D-40D3-AAA8CE73902127E6}",1012,4756
"Assets borrowed on an unsecured basis",,0,-1,"{EA329F8D-AA3A-47BE-9B2B24E3C4BFAE0C}",1012,4757
"Internal netting of client´s positions",,0,-1,"{C4454835-13A9-48AB-AE99A8D8E5EEA21E}",1012,4758
"For retail customers",,0,-1,"{20762840-9333-488F-91990A93E233A882}",1012,4759
"For non-financial customers",,0,-1,"{FDD18BC9-4A3F-4FD9-BF65E46E1E523DAD}",1012,4760
"Regulated institutions other than credit institutions",,0,-1,"{D52207DB-14B6-4AD8-832C7F9FEA661ABF}",1012,4761
"Personal investment companies",,0,-1,"{D794D842-B069-4584-8845FDBFF5C3A659}",1012,4762
"Purchasing assets other than securities from non-financial customers",,0,-1,"{92ACA19E-FC10-46C9-A54CC38FD68A0DBC}",1012,4763
"Other off-balance sheet and contingent funding obligations",,0,-1,"{4B1D35D6-57A0-43FD-B8923FFF7E8E3D63}",1012,4764
"Undrawn loans and advances to wholesale counterparties",,0,-1,"{2538972C-CB0A-41C6-95F61D163BA19B2D}",1012,4765
"Mortgages that have been agreed but not yet drawn down",,0,-1,"{259F40DC-A8F5-4F8A-A7F6910A677F9D97}",1012,4766
"Credit cards",,0,-1,"{C334F198-3335-478E-BB72B0CFE5B9E3FE}",1012,4767
"Overdrafts",,0,-1,"{49485965-A486-44C3-A14FCB4B810A9AA6}",1012,4768
"Planned outflows related to renewal or extension of new loans",,0,-1,"{85D4BC5E-C74D-4EBC-980CB7AF73E9AE09}",1012,4769
"Excess of funding",,0,-1,"{91F26877-C5E9-442D-940541B52F94F2CD}",1012,4770
"Planned derivatives payables",,0,-1,"{FDBE4B9A-68AA-4527-A061AB85E6AF7C48}",1012,4771
"Operating expenses",,0,-1,"{0260BF40-0959-4AC4-B7DE16072840E253}",1012,4772
"Debt securities if not treated as retail deposits",,0,-1,"{0BA350FD-FFC1-4B0B-8A19E607FCAA8202}",1012,4773
"Retail bonds",,0,-1,"{22DCD3B6-E7FC-4E69-B3BA51AF037E2B3E}",1012,4774
"Exempted deposits",,0,-1,"{D2CA4919-600D-4E7B-944CE40E3CEC8D5B}",1012,4775
"Not assessed deposits",,0,-1,"{F2C59F9E-5D48-49DA-AF3AD91D3C87C1AD}",1012,4776
"FX outflows",,0,-1,"{D32D1265-C76F-409F-A5C4C88DD0CF5569}",1012,4777
"Difference between total weighted inflows and total weighted outflows arising from third countries",,0,-1,"{37EFC522-01F5-4A10-87BB976DE598A728}",1012,4778
"Transfer restrictions or denomination in non-convertible currencies",,0,-1,"{4D461851-BE6F-4509-9652DECBC287CEB9}",1012,4779
"Excess inflows from a related specialised credit institution",,0,-1,"{B6DE32CA-1F1A-4DCB-86327A1611EA0B87}",1012,4780
"Collateral received, collateral given",,0,-1,"{35745907-33AA-4EC8-A46BE69933706342}",1012,4781
"Collateral swaps",,0,-1,"{E8658DC3-BAC9-46EB-891978479E82A41C}",1012,4782
"Liquidity buffer",,0,-1,"{A3EEC99A-C242-4062-B7EBCD2C4C5CE414}",1012,4783
"Net Liquidity Outflow",,0,-1,"{BF0D6038-57E2-491B-99F2595503B30236}",1012,4784
"Liquidity coverage ratio percentage",,-1,-1,"{409D1607-BD15-4992-8F46CDEB8CE174CB}",1012,4785
"Unwind mechanism collateral 30 days",,0,-1,"{33BC1A4A-8A9E-497E-AA6C2BEB6B7B42FC}",1012,4786
"Subject to 75% cap on inflows",,0,-1,"{DF027F32-9C89-4228-B3ADF51D47DD412B}",1012,4787
"Subject to 90% cap on inflows",,0,-1,"{D2F92485-6E4A-4C84-AD056CE16A727558}",1012,4788
"Exempted from the cap on inflows",,0,-1,"{E053E57F-A675-4384-AB48B76B563C0432}",1012,4789
"Transfer of on-balance sheet items","According to CRR - art. 429 (14) letter c)",0,-1,"{F839D890-8830-4395-A546BAE47D6C6522}",1012,4790
"Leverage ratio adjustments of accounting entries. Receivables for eligible cash variation margin provided in derivatives transactions",,0,-1,"{AF833FA5-2C7D-4EB7-85A1EDE932EF3174}",1012,4791
"Capped notional amount",,-1,-1,"{C23227D2-CEC4-4273-87FBAED5ECA8AABB}",1012,4792
"Recognisable domestic and foreign currency assets",,0,-1,"{F7E57B65-A026-4301-A9D237F4D64B2646}",1012,4793
"Protected by Member State government, promotional lender",,0,-1,"{5A41CB1B-AEF7-4D97-A56CF576EC32E32E}",1012,4794
"Inclusion of Level 2A assets recognised as Level 1",,0,-1,"{44241208-B8C9-467A-AC775EA941D07699}",1012,4795
"Non-interest bearing assets",,0,-1,"{A75A74A6-08B8-4877-B419254AEB329AA6}",1012,4796
"Central governments or central banks, regional governments and local authorities and PSE",,0,-1,"{727D76BD-43FB-4505-93B082F16EF755B5}",1012,4797
"Deposits treated as liquid assets",,0,-1,"{60744620-1172-40B4-8B2D415A45B2652D}",1012,4798
"Without preferential treatment",,0,-1,"{6C2EF6FC-0987-4767-96F01BEB67B0AB53}",1012,4799
"Subject to higher outflows",,0,-1,"{3BBD55D0-2099-4AED-AFE6C73E40910B8B}",1012,4800
"Not for purchasing assets other than securities from non-financial customers",,0,-1,"{5C22F7FF-FE1D-436B-AB6202D626946D39}",1012,4801
"Outflows from other liabilities",,0,-1,"{A974533E-18C8-4CE1-8AFE566EB64CE291}",1012,4802
"Financial customers other than central banks",,0,-1,"{A7172264-DF3E-4420-8889D87D5F6948A7}",1012,4803
"Other deposits",,0,-1,"{2B38F417-48B3-429B-A67B5145B8868A78}",1012,4804
"Received undrawn credit or liquidity facilities. Where competent authority has granted permission to apply a preferential inflow rate",,0,-1,"{405D7DB0-4D2A-4F46-86C04EC0AB541123}",1012,4870
"Collateral is other than covered bonds or asset backed securities (residential, auto, individuals, or commercial excluding commercial real estate)",,0,-1,"{D05D861F-EB8D-4E89-8D08A73055E8E628}",1012,4871
"Neither margin loan made against non liquid assets, nor collateral is non-liquid equity",,0,-1,"{FBB5B052-103B-4F59-896BA8EA34C821BC}",1012,4872
"Collateral is non-liquid equity",,0,-1,"{33BE513A-5706-473A-961312CB6CF399A9}",1012,4873
"Received undrawn credit or liquidity facilities. Where competent authority has not granted permission to apply a preferential inflow rate",,0,-1,"{7B8A1350-C343-4046-BF5AAE7580D8CDE9}",1012,4874
"Liquidity coverage weighted amount adjusted after cap",,-1,-1,"{D6E72ECA-1EA9-43A0-9C703C39B2FCDF09}",1012,4875
"Amount of Pillar 2 requirement",,-1,-1,"{762CA41E-8980-4073-A309022F74601636}",1012,4876
"Non cash assets",,0,-1,"{21479B88-85C7-43E1-A88882DAB5F19FB0}",1012,4877
"Other than operating expenses, debt securities if not treated as retail deposits",,0,-1,"{739C90D0-8CD6-43FD-967FC66F17F439FD}",1012,4878
"Securities financing transaction monitoring",,0,-1,"{340319E4-B5A1-44D3-B3763B9F3F787003}",1012,4879
"Not subject to close out clause",,0,-1,"{BD3D888F-EBEF-4FDE-99D830E16A28E7F9}",1012,4880
"Subject to close out clause",,0,-1,"{A35B847C-1978-4BB8-8AF045283D19C8DE}",1012,4881
"Alternative leverage ratio exposure value. Add-on amount",,-1,-1,"{6895E904-293B-4A6A-B1DADC244405E73C}",1012,4882
"Alternative leverage ratio exposure value. Add-on amount assuming no netting or other credit risk mitigation",,-1,-1,"{9784D696-C6B1-4F58-955D7A9B32E4DDE3}",1012,4883
"Deficit of total capital as regards the minimum own funds requirements of the Basel I floor",,-1,-1,"{B702DDFC-5576-4AEF-AA1EB5DD59554F89}",1012,4884
"Approaches for specific risk for market risk",,0,-1,"{1B9A28BD-D72D-4FA3-881A55AB0BBFFE6B}",1012,4886
"Weight applied to the countercyclical buffer rate",,-1,-1,"{04A35EB8-3C48-47F9-B129CB92E92E2151}",1012,4887
"Countercyclical capital buffer rate set by the Designated Authority",,-1,-1,"{1BD23155-DD62-492E-85D1CDA39C60B80E}",1012,4888
"Countercyclical capital buffer rate applicable in the country of the institution",,-1,-1,"{F6D25EE5-9A49-4B3C-AEF711B9737B7410}",1012,4889
"Institution-specific countercyclical capital buffer rate",,-1,-1,"{C55ABF7F-FE46-4EBB-AE874C4C4973C286}",1012,4890
"Use of 2% threshold","according to Article 2 (5) point (b) of Regulation (EU) No 1152/2014",-1,-1,"{58796E3C-99A3-48BA-A3C41309F81FFB63}",1012,4891
"Accumulated impairment, accumulated changes in fair value due to credit risk, provisions",,-1,-1,"{C8B7356A-D46D-470D-9BA7A729EBE2D1C7}",1012,4892
"Particular approach for CIUs",,0,-1,"{674C6FBE-30D1-4485-AA753C8E7DF593CC}",1012,4893
"Position risk in CIUs",,0,-1,"{6F12B23D-F36D-4E0F-BA83709509E8FA5E}",1012,4894
"Qualitative information",,0,-1,"{85C061E4-E754-47E7-815748996283D776}",1012,4895
"European Financial Stability Facility (EFSF)",,0,-1,"{0B79A764-4F19-42F1-86D84F08F99883E8}",1012,4896
"Exposure with forbearance measures. Non performing before forbearance",,0,-1,"{50D72080-EF2A-4D69-A56F3011F3434CE9}",1012,4897
"ICSID (International Centre for Settlement of Investment Disputes)",,0,-1,"{539D080A-BCE3-4FEB-A7A3A82F1AA46BB1}",1012,4898
"World Bank Group Bank Group",,0,-1,"{9DC5BD12-A67C-4F6E-97821C32C57E986B}",1012,4899
"EURATOM",,0,-1,"{0AE09C22-AE1B-4F75-907C432A3FF103DE}",1012,4900
"Black Sea Trade and Development Banks",,0,-1,"{3530D702-9297-4F92-B340DA5741306052}",1012,4901
"AFREXIMBANK (African Export-Import Bank)",,0,-1,"{435CA5E5-7564-4C38-B45545FECD076D91}",1012,4902
"BLADEX (Banco Latino Americano De Comercio Exterior)",,0,-1,"{A3F50D0F-9110-4972-AA064DA4AEBD8AB0}",1012,4903
"FLAR (Fondo Latino Americano de Reservas)",,0,-1,"{FAF0EA5B-F5F7-4177-A2CBC8F675C4BF0B}",1012,4904
"Fonds Belgo-Congolais d'Amortissement et de Gestion",,0,-1,"{A7B09871-B7AE-421F-B83C4F6E3A3ADCB1}",1012,4905
"IFFIm (International Finance Facility for Immunisation)",,0,-1,"{BC28C723-FBAC-4E0D-BDD90B927943D337}",1012,4906
"EUROFIMA (European Company for the Financing of Railroad Rolling Stock)",,0,-1,"{62C9C583-9488-452B-AA39990D13077D86}",1012,4907
"International organization excluding the BIS and the IMF",,0,-1,"{CE09326C-4F8F-41C8-ACB1C25172585C90}",1012,4908
"Belarusian Ruble","Belarussian Ruble (2000 Series)",0,-1,"{7A90FB5B-D681-4438-A12C659BF9F33A78}",1012,4909
"Zambian Kwacha",,0,-1,"{78B6DF0F-B825-4037-AFB2E63ADD4BA73A}",1012,4910
"Non-trading financial assets mandatorily at fair value through profit or loss","Financial assets category in acordance with IFRS 7.8(a)(ii) and IFRS 9.4.1.4",0,-1,"{7E00B2AA-6BB0-4E3D-A7651FFD119B7672}",1012,5000
"Financial assets at fair value through other comprehensive income","Financial assets category in acordance with IFRS 7.8(d) and IFRS 9.4.1.2A",0,-1,"{0E271DAF-AE0E-48AA-B37F5F530B480D13}",1012,5003
"Haircuts for trading assets at fair value",,0,-1,"{A385DFE7-4183-43BA-94AF1BF45D578F60}",1012,5004
"Haircuts for trading liabilities at fair value",,0,-1,"{AD274523-1DE8-4D05-9FEB3D69A96F385A}",1012,5005
"Accumulated other comprehensive income. Fair value changes of equity instruments",,0,-1,"{A47AAB65-D1C2-4B07-AD016CE8BF9256F9}",1012,5006
"Accumulated other comprehensive income. Hedge ineffectiveness for equity instruments",,0,-1,"{36EEB5F5-2F8D-4F9C-A27C602B788EB9B3}",1012,5007
"Accumulated other comprehensive income. Fair value changes of a financial liability attributable to changes in its credit risk",,0,-1,"{A4F895DC-77BF-4489-AE62DE6CA86623E2}",1012,5010
"Accumulated other comprehensive income. Fair value changes of debt instruments",,0,-1,"{C45F2D4B-C7F4-4156-9DE27973C394EAF1}",1012,5011
"Accumulated other comprehensive income. Hedging instruments [not designated elements]",,0,-1,"{4C8B9AE2-4C51-4C4A-B56E139131124FC0}",1012,5012
"Investments in subsidiaries, joint ventures and associates. Equity method",,0,-1,"{63DBE970-0ECF-4CD7-AA91286EF040B269}",1012,5013
"Investments in subsidiaries, joint ventures and associates. Other than equity method",,0,-1,"{3922511B-9FFE-4829-97242B077EE71BD1}",1012,5014
"Debt securities, Loans and advances, Deposits, Debt securities issued, Other financial liabilities",,0,-1,"{B74ECC9B-BD5E-483C-9B070877FB667487}",1012,5015
"Modifications. Without derecognition",,0,-1,"{F12AFBAA-A42B-40AA-88EE8FB8A23038C8}",1012,5016
"Instruments without significant increase in credit risk (Stage 1)",,0,-1,"{7465B5A0-45D1-43E6-A98BDD0715B5E122}",1012,5020
"Instruments with significant increase in credit risk (Stage 2)",,0,-1,"{39E1C415-CA8A-4767-AFD1EF2D21272BF3}",1012,5021
"Instruments with significant increase in credit risk. Credit impaired  assets (Stage 3)",,0,-1,"{B3658145-D41F-4F2F-A64664D02817AC8D}",1012,5022
"General allowances for banking risk. Part affecting carrying amount",,0,-1,"{33945195-FFA4-4A89-A42BCAA2E0C48814}",1012,5024
"General allowances for credit risk. Part affecting carrying amount",,0,-1,"{3A75930F-6A5D-41E2-9DBEFB74353AD9CE}",1012,5025
"Accumulated impairment, accumulated negative changes in fair value due to credit risk",,-1,-1,"{2C071C11-5629-41A2-A3E821E7B7D2AAE2}",1012,5026
"Accumulated negative changes in fair value due to credit risk","For non-performing exposures, accumulated changes in fair value due to credit risk where the accumulated net change is negative. (Annex V, Part 2, include further details)",-1,-1,"{20BEE569-B814-4BC3-998948625765ECB1}",1012,5027
"Accumulated negative value adjustments. Market risk induced",,-1,-1,"{89580AE9-DEF0-4E81-B92326AC9A6DEB5B}",1012,5028
"Accumulated negative value adjustments. Credit risk induced",,-1,-1,"{984A9BEF-4EC8-45BA-96BD74B9D40A9E2B}",1012,5029
"Accumulated write-offs. Partial",,-1,-1,"{A5760717-23AD-4B52-993F76ABAE56EFB3}",1012,5030
"Accumulated write-offs. Total",,-1,-1,"{7B7BD9A4-D027-4590-B786C8C6C70ED28A}",1012,5031
"> 30 days <= 90 days",,0,-1,"{BF60E03F-B771-4B5D-80699A85DA7405AB}",1012,5032
"> 90 days",,0,-1,"{419EE961-3431-4831-B07922E79DBA8EBA}",1012,5033
"> 1 year <= 5 years",,0,-1,"{72A34D27-9E04-4F8D-BEB5824F9B31DABF}",1012,5035
"Increases in allowances due to origination and acquisition",,-1,-1,"{3B085448-890C-464A-9C593A437D0D0433}",1012,5036
"Decreases in allowances due to derecognition",,-1,-1,"{D67EF1D5-E4CF-46A6-A48F3AF59C211A30}",1012,5037
"Changes in allowances due to change in credit risk (net)",,-1,-1,"{F2B574BA-7025-4725-9174A8A886333728}",1012,5038
"Changes in allowances due to modifications without derecognition",,-1,-1,"{2BB57777-233B-4547-A8CD008519F824B9}",1012,5039
"Changes in allowances due to update in methodology for estimation (net)",,-1,-1,"{5DB03D70-AEFB-4447-961E71744C8BBE9D}",1012,5040
"Decrease in allowances due to write-offs",,-1,-1,"{4C3189B6-F8B0-44EC-95B6DB47667AAE88}",1012,5041
"Other adjustments in allowances",,-1,-1,"{1007B36E-257A-41EA-A726BC65259BB3DF}",1012,5042
"Amounts written-off  directly to the statement of profit or loss",,-1,-1,"{D9E1D028-23CB-4769-9207F4B25D2F72D9}",1012,5043
"Collectively measured allowances",,0,-1,"{1996D7BE-2F05-4B02-99DDFD13D5051185}",1012,5044
"Individually measured allowances",,0,-1,"{9F0BE96D-2E08-427C-8DF6D47084A0691C}",1012,5045
"To stage 2 from stage 1",,0,-1,"{9BF57945-9552-4397-A89E559B87A0E4E2}",1012,5046
"To stage 2 from stage 3",,0,-1,"{49FBF270-C410-4413-AC1F4CBCB83C02DD}",1012,5047
"To stage 3 from stage 1",,0,-1,"{156A31F8-7A48-45C6-BA71A4F2358A4919}",1012,5048
"To stage 3 from stage 2",,0,-1,"{09F2326B-C497-4DCC-93D0A451BE9B7D44}",1012,5049
