Name,Description,IsProperty,IsActive,RowGUID,OwnerID,ItemID
"1250% for positions not subject to any method",,0,-1,"{0E6D9F07-BF7C-4330-854FB4856D1415BD}",1012,1000
"Advanced Measurement Approach",,0,-1,"{F95E9242-3E21-47CD-B2544F9743A04BDB}",1012,1006
"Advanced method",,0,-1,"{E1F0838D-619B-40AC-A422AE4191B5599B}",1012,1007
"Alternative Standardised Approach",,0,-1,"{4EE0039D-EA3B-4AB9-86EFB17CDDE7DC59}",1012,1008
"Approach for general risk for equities",,0,-1,"{B5B411E2-36C6-467C-908E7BC735369AE1}",1012,1009
"Approach for specific risk for correlation trading portfolio",,0,-1,"{0B482747-6A25-42EF-8DA39C4ECBC553F7}",1012,1010
"Approach for specific risk for equities",,0,-1,"{65556464-5A4D-4609-BEAE07B43C1B1035}",1012,1011
"Approach for specific risk for non securitisation debt instruments",,0,-1,"{61782FCE-8262-4325-B0F4C64505B5399B}",1012,1012
"Approach for specific risk for securitisation instruments",,0,-1,"{A07F92BD-D3FC-4B11-9ED85D80AD6AC7BA}",1012,1013
"Approaches for general risk for debt instruments",,0,-1,"{70868079-8E73-4FAE-B8D96542711AEC2D}",1012,1014
"Approaches for options",,0,-1,"{B52D445C-C23F-473A-AEDFE3FE679BBB02}",1012,1015
"Basic Indicator Approach",,0,-1,"{D30789BD-309F-496E-9E57B5C065BA8966}",1012,1016
"Risk weighted exposure amounts calculated using PD, LGD and M",,0,-1,"{DE14E19C-3181-4EFB-929B20E4FEAB3A20}",1012,1020
"Alternative treatment for exposures secured by real estate",,0,-1,"{6C08F9A0-8EED-4737-921A38A028BE65C8}",1012,1022
"Risk weighted exposure amounts calculated using RW, other",,0,-1,"{266B049A-7CA4-4559-BF01444CB2E3D82B}",1012,1024
"Ratings Based Method",,0,-1,"{53F1935F-1087-45AB-89DA45358F58B7F0}",1012,1027
"Supervisory formula method",,0,-1,"{5CFB9323-9E2C-4FAD-B970EB2F92F8FB0F}",1012,1028
"Specialized lending slotting criteria",,0,-1,"{726D3572-3781-496A-A48DC87CAE11B228}",1012,1029
"Duration-based approach",,0,-1,"{5FE31485-12F5-422B-BD2CEBE1E20A04F6}",1012,1036
"Extended maturity ladder approach",,0,-1,"{9890715F-6AD3-439D-BA02393C849C4D31}",1012,1037
"External rating not available",,0,-1,"{2CD2C234-EDCF-4DFB-8AF97E0DC47A7F4C}",1012,1038
"Internal Assessment Approach (IAA)",,0,-1,"{A923E2B8-B8EB-41BB-9EF6FE2AA91294E6}",1012,1040
"Internal models approach for market risk",,0,-1,"{DF9F3D66-DBE9-4824-AEE8F36E1E93D12A}",1012,1041
"IRB Approach","Regulatory approach for the calculation of own funds requirements for credit risk (based on internal models) as laid out in Part Three, Title II, Chapter 3 of Regulation (EU) No 575/2013 (CRR)",0,-1,"{F7E02D12-96F3-4F16-813C0B36AAC2278E}",1012,1042
"IRB approach - Securitisation exposures",,0,-1,"{B16F1140-9F0D-4E30-A9CA00AFDEA5E7E8}",1012,1044
"Risk weighted exposure amounts calculated using RW",,0,-1,"{FD8C5687-BEE0-42AC-B9D1E94258BD2853}",1012,1045
"Look-Through-Approach",,0,-1,"{55640F57-39A4-449D-B7C2031DF2BF9B5A}",1012,1046
"Maturity ladder approach",,0,-1,"{90303FC9-0787-4444-94837E7C981EE416}",1012,1050
"Maturity-based approach",,0,-1,"{22FA828C-EE83-475D-A3750B6DF836918D}",1012,1051
"Internal models approach",,0,-1,"{F538BDFB-7A33-4087-B4B928D845F7D760}",1012,1052
"PD/LGD approach",,0,-1,"{C3109712-CB0E-433D-BF75B53EB019014F}",1012,1053
"Simple Risk Weight approach",,0,-1,"{20731249-CC43-423A-80A44016542FBBA4}",1012,1054
"Methods to calculate risk weights do not apply",,0,-1,"{2765A0B3-9D18-49CC-A3B3BA6EA4E2AFF5}",1012,1055
"Methods using external ratings",,0,-1,"{FB4AC3AA-246F-4B6F-AE93924950A877EB}",1012,1056
"Original Exposure Method",,0,-1,"{DADDE235-5280-4B38-92FB29C13D084FD2}",1012,1061
"Particular approach for CIUs reported as debt instruments",,0,-1,"{0B33FE3F-AFCB-43C5-A82226F95326BF25}",1012,1062
"Particular approach for CIUs reported as equity",,0,-1,"{C44E7FD0-4155-4CB1-A78B16E6DA2E863D}",1012,1063
"Simplified approach",,0,-1,"{4410DDCF-614C-40FA-9D3233EF5E4675EB}",1012,1066
"Standardised Approach","Regulatory approach for the calculation of own funds requirements for credit risk as laid out in Part Three, Title II, Chapter 2 of Regulation (EU) No 575/2013 (CRR)",0,-1,"{00CB8EA8-D77D-4389-8A976777151DD1BE}",1012,1068
"Standardised approach for equity risk",,0,-1,"{9ABAA0C1-9857-45D8-8D40B82E0C323823}",1012,1071
"Standardised approach for foreign-exchange risk",,0,-1,"{14214270-15FE-4630-8F2EEFD78B1D27AF}",1012,1072
"Standardised Approach, IRB Approach","Regulatory approaches for the calculation of own funds requirements for credit risk as laid out in Part Three, Title II, Chapter 2 and 3 of Regulation (EU) No 575/2013 (CRR)",0,-1,"{7EC2460D-9270-455C-9EB237CD42C377EC}",1012,1073
"Standardised approaches for commodities risk",,0,-1,"{43CE927D-FB44-4972-AF6FA4C1292997F9}",1012,1074
"Standardised approaches for interest rate risk",,0,-1,"{DFCDBEA7-6528-4095-9DD99786C993294E}",1012,1075
"Standardised approaches for market risk",,0,-1,"{044A5AF3-77CE-4503-BA89CE386F98E16B}",1012,1076
"Standardised Method",,0,-1,"{F7864213-377E-4D06-8A57EFEC216C9A85}",1012,1078
"10% CET1 threshold",,-1,-1,"{1298DBE4-0016-4A1D-A53D352C5CF56772}",1012,1084
"17.65% CET1 threshold",,-1,-1,"{64010CEC-B310-40D5-8EB46C6ED082F24F}",1012,1086
"Accounting consolidation",,-1,-1,"{33C38C33-A7F7-493B-B0A3D50D1BEDA0CA}",1012,1088
"Accounting standard",,-1,-1,"{4FACA6F6-46A0-47E2-8F384F3FD3F1F188}",1012,1089
"Accounting treatment of the securitisation",,-1,-1,"{AFF170FF-8776-430A-AD16B7CA3952663E}",1012,1090
"Accumulated changes in fair value due to credit risk",,-1,-1,"{5BD8A0CF-7308-4C4C-95BC46A4E37A95EB}",1012,1091
"Accumulated impairment","Cumulative amount of impairment related to financial assets. Details for each portfolio in Annex V, Part 2.",-1,-1,"{70C7F5D4-C33E-4F20-9F5AE0A04726CE18}",1012,1092
"Accumulated write-offs",,-1,-1,"{32CBB56D-509F-4555-973F579668866185}",1012,1093
"Acquisition cost",,-1,-1,"{06EA6A7A-3464-44A8-BE7F98EC443B8BA6}",1012,1094
"Actuarial gains and losses (flow)",,-1,-1,"{3D7530DC-0DCE-4074-8DEA4119158FEFC4}",1012,1095
"Actuarial gains or losses from changes in demographic assumptions (flow)",,-1,-1,"{A54CDBE6-4EBD-4B80-9A3DE05D95A62DF2}",1012,1096
"Actuarial gains or losses from changes in financial assumptions (flow)",,-1,-1,"{A99C43D9-AD92-4866-9AFF474853E1D97D}",1012,1097
"Additions (flow)",,-1,-1,"{089584F7-2F8C-4F26-830A604A77146C57}",1012,1099
"Additions, including increases in existing provisions (flow)",,-1,-1,"{EDAA71ED-E801-4B38-B2B568E15981FF64}",1012,1100
"Adjusted stressed VaR",,-1,-1,"{05CE5894-92E4-45C6-B39675287FC0CCB5}",1012,1101
"Adjusted VaR",,-1,-1,"{9E8CDB71-9829-44F3-922EE650E65F34E0}",1012,1102
"Adjustment to the risk-weighted exposure amount due to maturity mismatches",,-1,-1,"{BF04AA52-1879-4E9C-9BD1BDCABCFAD3AA}",1012,1105
"Adjustment to Value used for market risk, net, weighted after cap due to infringement of the due diligence provisions",,-1,-1,"{2E77876B-D987-43D3-B2E9269719FF1397}",1012,1106
"After transitional provisions",,-1,-1,"{F8DE1090-1A00-4AAC-BF0EAACC29142672}",1012,1108
"All changes in Defined benefit obligations (flow)",,-1,-1,"{C259D75D-6520-472B-81A2E7E28019DF20}",1012,1109
"All changes in Provisions (flow)",,-1,-1,"{BAB6DA0E-9A3A-4296-B9766AB823603000}",1012,1111
"All price risk capital charge for CTP",,-1,-1,"{572256C0-CAD4-4269-982EDB79858A2A64}",1012,1112
"All price risk capital charge for CTP Floor",,-1,-1,"{E5CDB421-60FF-4873-883815E8ADAF8744}",1012,1113
"All price risk charge for CTP 12 weeks average",,-1,-1,"{F0D8A223-578F-4769-90AF7B9204EDFF91}",1012,1114
"All price risk charge for CTP last measure",,-1,-1,"{45AEAF1D-A9D3-4F81-A3782F979C1F9AFC}",1012,1115
"All Reclassifications (flow)",,-1,-1,"{07D326BD-7CC5-4E20-ACBAA2B78089E6DB}",1012,1116
"Alleviation of own funds requirements due to diversification",,-1,-1,"{AF403F49-47CF-419E-A84A90BFA3751D10}",1012,1118
"Alleviation of own funds requirements due to risk mitigation techniques",,-1,-1,"{D1E13FF4-542E-479B-8E65B1CDE2E0140C}",1012,1119
"Alleviation of own funds requirements due to the expected loss captured in business practices",,-1,-1,"{FCF039C0-724B-4C1E-BFF8E5819ECF7126}",1012,1120
"Amount assigned to direct credit substitutes",,-1,-1,"{261F716C-0C31-47F4-B69BBDC78FD8C587}",1012,1121
"Amount assigned to eligible liquidity facilities",,-1,-1,"{12256CF2-115F-4A14-B847F52D8E976B46}",1012,1122
"Amount assigned to IRS / CRS",,-1,-1,"{0AEF6F30-A060-492A-99A7337B3909946A}",1012,1123
"Amount assigned to other off-balance sheet items",,-1,-1,"{6FA46D14-0D30-41A8-B090323BDEED13D7}",1012,1124
"Amount contractually required to pay at maturity",,-1,-1,"{F3AE8B2F-8F16-4FB1-959C324BCBD363FC}",1012,1126
"Amount of Assets involved in the services provided by the institution",,-1,-1,"{B3C3B0EE-36F2-4480-B3E3309863C83FDB}",1012,1127
"Amount of changes in fair value attributable to changes in credit risk (flow)",,-1,-1,"{CE02A427-BB02-44E9-877AC015CEE9ED81}",1012,1129
"Amount of cumulative change in fair values attributable to changes in credit risk",,-1,-1,"{3BF47D8C-1EEB-475C-AC74F134372BC1F4}",1012,1130
"Amount of gains (flow)",,-1,-1,"{B04E1F9F-3349-4730-9FE9BF6CAB52FCC3}",1012,1132
"Amount of losses (flow)",,-1,-1,"{77F801E1-824C-473D-A8F08C5F4A63A9F9}",1012,1135
"Amount that exceeds the limit for grandfathering of instruments not constituting State aid",,-1,-1,"{567C2EAA-176B-4B0B-9BAB559F7FF44E11}",1012,1140
"Amount that exceeds the limits for grandfathering",,-1,-1,"{CC92E163-87D4-47F0-867D4501BE41794D}",1012,1141
"Amount used for LGD adjustment",,-1,-1,"{B5F6EDAC-53BE-4035-A85817E3F40748ED}",1012,1152
"Amounts derecognised for capital purposes",,-1,-1,"{E4C921B7-A2F9-49AE-BA566099EA8F568E}",1012,1153
"Amounts exempted from the LE regime",,-1,-1,"{2AB8F309-7A2B-4044-804DB55E9B5BB92D}",1012,1154
"Amounts not recognised as an asset, due to limits of paragraph 58 (b)",,-1,-1,"{0D667403-83E2-4B2B-BDC14AE82AFEEB11}",1012,1155
"Amounts used (flow)",,-1,-1,"{F6851FDB-FCF4-40EE-8C93D5D2D702D7AF}",1012,1156
"Applicable limit for institutions",,-1,-1,"{7DFEB636-5A6D-4749-9BE9EA79DD4164D4}",1012,1158
"Applicable percentage limit for institutions",,-1,-1,"{B844473B-7CD5-4F82-B2ABEBAF56210BDE}",1012,1159
"Applicable limit for non institutions",,-1,-1,"{DE5CD195-A1C9-4E9E-B91943B9F8FC6C68}",1012,1160
"Approach used for the securitised exposures",,-1,-1,"{E43BC80F-D8F2-4A9D-B5F4B71C11F53A3B}",1012,1161
"ASA modified nominal amount",,-1,-1,"{4894B62E-2EFB-448E-8F811045ED2CC274}",1012,1162
"Assumed charge for CTP floor - weighted positions after cap",,-1,-1,"{3C6A923F-4E28-449D-A292B8F16F8C5E8E}",1012,1163
"Average incremental default and migration risk capital charge",,-1,-1,"{953E9D35-CE29-4284-945DF1E89DBC186E}",1012,1164
"Average risk weight",,-1,-1,"{8C14E72D-CC02-4AEB-A83A02CB5E4E2EDC}",1012,1165
"Amount of accumulated impairment",,-1,-1,"{82E43D14-C2CD-4745-A701234CBD218B35}",1012,1166
"Base amount for calculating the limit",,-1,-1,"{DEFF16EB-50C6-4711-B37404FDED4895D6}",1012,1167
"Base for calculating the limit for grandfathering of instruments not constituting State aid",,-1,-1,"{5E2E839C-0869-419D-AB6A45CA65F2511F}",1012,1168
"Amount fully phased-in definition",,-1,-1,"{C9F210F2-5CF4-482F-B9EC87933CE4EB7A}",1012,1169
"Benefits paid (flow)",,-1,-1,"{64A40DB6-2795-479A-B187D4A35B8B6C74}",1012,1170
"Business combinations or divestitures (flow)",,-1,-1,"{1588F6B4-0045-429B-A7C79BC461477EF5}",1012,1171
"Capital buffer",,-1,-1,"{579D7D77-E714-4291-9615C5A352D35FC9}",1012,1172
"Capital ratio",,0,-1,"{19D81AED-52F9-4176-90922BF96693BAE3}",1012,1174
"Capital Reduction (flow)",,-1,-1,"{9189A2BA-F2D5-42F4-ADF2121B2F64CD39}",1012,1175
"Carrying amount","The amount to be reported in the balance sheet. The carrying amount of financial instruments shall include accrued interest. (Annex V, part 1)",-1,-1,"{8514245A-3759-446D-A51E81E86207C763}",1012,1177
"Carrying amount (flow)",,-1,-1,"{5FB78D68-F482-490D-A3E60047E54E7BC8}",1012,1178
"Carrying amount [before restatement]",,-1,-1,"{CE5255D0-3585-4EF6-9F8F78CAD628128C}",1012,1179
"Hedging instrument",,0,-1,"{B9A5B075-597D-4629-9B4DD65DC6176D7F}",1012,1180
"Carrying amount of Collateral obtained",,-1,-1,"{D38F5A44-6E45-4AAB-BC260A42E8009BDF}",1012,1181
"Carrying amount of Collateral obtained during the period (flow)",,-1,-1,"{255DAFA2-5248-41E9-A475291DC7F2720A}",1012,1182
"Hedged item",,0,-1,"{83585B09-CA5D-4588-88368344250989A4}",1012,1183
"Changes in allowances for credit losses other than Decreases due to amounts taken against allowances, Transfers between allowances, and Increases due to amounts set aside or decreases due to amounts reversed for estimated loan losses, (flow)",,-1,-1,"{31D6582C-957A-42B5-A41C4EE6011B5C16}",1012,1186
"Changes in Defined benefit obligations other than Current and past service cost, Interest cost, Contributions paid by plan participants, Actuarial gains and losses, Foreign currency translation, Benefits paid, Business combinations or divestiture (flow)",,-1,-1,"{E4986732-C906-4174-92199F317A0ED8CF}",1012,1187
"Changes in Equity from business combinations (flow)",,-1,-1,"{B2B270B8-A70A-4D62-8F9BEE5CA13C8944}",1012,1188
"Changes in Equity from share based payments (flow)",,-1,-1,"{76AA6290-D623-454A-BF6364FFBC15E1E4}",1012,1189
"Changes in equity other than those explicitly reported (flow)",,-1,-1,"{66EE4A84-CABB-41D8-A8A2BE7394378D9B}",1012,1190
"Changes in Provisions other than Additions, including increases in existing provisions, Amounts used, Unused amounts reversed during the period, Increase in the discounted amount and effect of any change in the discount rate (flow)",,-1,-1,"{ABAF25B8-E0AE-4BED-AB9731C6FEB524A8}",1012,1192
"Code of the originator of the securitisation",,-1,-1,"{6764333C-165F-4A1A-97FB1380E4310B81}",1012,1193
"Compliance with the retention requirement",,-1,-1,"{9553598C-A866-4A19-ABA431785F18DACC}",1012,1195
"Computable amount",,-1,-1,"{981594FF-7698-49F5-9E96AF3DD4BE1D43}",1012,1196
"Computable amount - Individual basis",,-1,-1,"{B03A7D4E-AA00-4CEE-AFFE2D62F16BC8D2}",1012,1197
"Computable amount, gross",,-1,-1,"{58E8FD14-3D9F-439F-942BAFB5A1162705}",1012,1199
"Computable amount, net",,-1,-1,"{D09B86CC-FEA6-4371-80FACE666AD86297}",1012,1200
"Computable amount, offsetting position",,-1,-1,"{C2DE646E-870D-4864-9956874FD2DDDF4B}",1012,1201
"Amount including transitional provisions",,-1,-1,"{A419E454-D8A8-41EC-87D5F6097FC39F4B}",1012,1202
"Computable amount, Total",,-1,-1,"{98D61CB4-B26E-4497-A833158222966160}",1012,1203
"Contributions paid by plan participants (flow)",,-1,-1,"{F6385436-A94D-413D-B3BA0877EC0E6042}",1012,1205
"Conversion factor applied to revolving securitisation",,-1,-1,"{706EF2AA-DE7C-4794-A9574E25B2E2FE1A}",1012,1206
"Conversion of debt to equity (flow)",,-1,-1,"{67253850-5E9B-470D-9F2BC8537DB0269E}",1012,1207
"Country of origin of the ultimate underlying of the transaction",,-1,-1,"{E8043E43-0610-41B6-B2893041F735F033}",1012,1209
"CRM substitution effects Inflows including value adjustments and provisions",,-1,-1,"{7BE711DA-C767-4F38-82D45DAE19EB5E88}",1012,1216
"CRM substitution effects Inflows, net of value adjustments and provisions",,-1,-1,"{347A2BD2-DC5C-4088-94AD6AB946A30011}",1012,1217
"CRM substitution effects Outflows including value adjustments and provisions",,-1,-1,"{33591ADE-DEBB-4B74-A229AC0CA0C24FA6}",1012,1218
"CRM Financial collateral: adjusted value (Cvam)",,-1,-1,"{B0064760-ABE2-4985-A72E1295FBA7427E}",1012,1221
"CRM Funded credit protection (Cva)",,-1,-1,"{D9D651C3-6141-4D35-8D86353979EDDA01}",1012,1223
"CRM substitution effects - Funded credit protection",,-1,-1,"{21948736-B293-4AA0-B3289642A55FCC7C}",1012,1224
"CRM substitution effects - Unfunded credit protection: adjusted values (GA)",,-1,-1,"{1739FEC8-F085-4A21-BEF3E8CFC6D6EABF}",1012,1225
"CRM substitution effects - Value of Credit derivatives",,-1,-1,"{D6C4AF8E-A40A-4C08-A839F42233E0F069}",1012,1226
"CRM substitution effects - Value of Financial collateral: simple method",,-1,-1,"{E8420B4B-F6FF-4A81-8ABD133893A5EAFC}",1012,1227
"CRM substitution effects - Value of Guarantees",,-1,-1,"{0D686414-FEFD-40A9-9202E1B3D6959EFB}",1012,1228
"CRM substitution effects - Value of Other funded credit protection",,-1,-1,"{9B061620-A050-4D6F-B1178F992F3C7797}",1012,1229
"CRM substitution effects Inflows, including value adjustments and provisions",,-1,-1,"{B8891371-486B-47CC-B85427A806EC518D}",1012,1230
"CRM substitution effects Outflows, including value adjustments and provisions",,-1,-1,"{392E8A7C-7C64-4BB8-9686E6AC615113DB}",1012,1231
"CRM substitution effects Outflows, net of value adjustments and provisions",,-1,-1,"{993F91AF-6AB8-48DB-9751004FC8DDA591}",1012,1232
"CRM Volatility adjustment to the exposure",,-1,-1,"{C6512238-29F6-4BF1-B28ADA9763CB7056}",1012,1233
"CRM Volatility and maturity adjustments",,-1,-1,"{699E5E44-C7E0-4DE4-A156D81765395E7D}",1012,1234
"Current period (flow)",,-1,-1,"{1D131800-6E0B-4FD3-BFC1D60AB7B8DE01}",1012,1236
"Current service cost (flow)",,-1,-1,"{D9FAFCCC-2401-4400-80559A4DF8ED5316}",1012,1237
"Decreases in allowances due to amounts reversed for estimated loan losses during the period (flow)",,-1,-1,"{322BF237-3517-4C9E-8CDD40C529B9EB52}",1012,1238
"Decreases due to amounts taken against allowances (flow)",,-1,-1,"{1A0A6734-9F57-44EE-AAFCCEFCFC780871}",1012,1239
"Derivative treatment",,-1,-1,"{4BC2A889-F348-4B0B-A51750670705537D}",1012,1241
"Dividends (flow)",,-1,-1,"{41803E77-81E2-4E4F-ADC2BA333C10D7C4}",1012,1242
"Effects of changes in accounting policies",,-1,-1,"{E035357C-38FF-4CE1-B7BE167F2B5DFF9C}",1012,1243
"Effects of corrections of errors",,-1,-1,"{DAA6861D-8D0C-4EC3-87D28B6799F907BC}",1012,1244
"ELGD",,-1,-1,"{4194D84D-9C64-4A5D-B17BF088C6F16D1A}",1012,1245
"Eligible amount without transitional provisions",,-1,-1,"{03543DAB-A026-4A14-8280EC5014477818}",1012,1247
"Entry date",,-1,-1,"{52B37D9E-405E-4A17-9375E9ECA66EAF7C}",1012,1248
"Exercise/Expiration of equity Instruments other than capital Instruments (flow)",,-1,-1,"{9273448A-46BF-4023-9A15145F8B873B54}",1012,1249
"Expected loss amount",,-1,-1,"{C2B6759A-838D-45CA-B8C8BC92FDFBD106}",1012,1251
"Exposure after CRM substitution effects pre conversion factors, including value adjustments and provisions",,-1,-1,"{E6F269DD-DE7F-4014-BFC18ECBDFBCF94D}",1012,1253
"Exposure after CRM substitution effects pre conversion factors, net of value adjustments and provisions",,-1,-1,"{11648FE2-BB83-4BDA-A536094D03D4A7A5}",1012,1254
"Exposure net of value adjustments and provisions",,-1,-1,"{856B5AA7-6E6E-46D5-BEC05BBEEC07B1D8}",1012,1255
"Exposure value",,-1,-1,"{A545BE4B-F6B0-4C08-8542FF2A82359DFE}",1012,1257
"Exposure value - all exposures",,-1,-1,"{5514E3A5-0339-4404-87B770AE19552CCD}",1012,1258
"Exposure Value deducted from own funds",,-1,-1,"{27D9991E-599F-48FB-AE887EB49CA6712A}",1012,1260
"Exposure value, including value adjustments and provisions",,-1,-1,"{A6A125DD-3464-4C61-BDF4282DB970AA95}",1012,1261
"Exposure value, including value adjustments and provisions, deducted from own funds",,-1,-1,"{851664BA-EEC4-4649-8192D6B80621B332}",1012,1262
"Exposure value, including value adjustments and provisions, subject to risk weights",,-1,-1,"{86CFEDB9-1DBE-4C03-904C52A566A9455D}",1012,1263
"Exposure value, net of value adjustments and provisions",,-1,-1,"{1A5FA2E1-0CDF-4E36-B5B50C757FD7FCA1}",1012,1264
"Exposure value, net of value adjustments and provisions, deducted from own funds",,-1,-1,"{8AC8C337-263C-4D12-807D07B42FDD6856}",1012,1265
"Exposure value, net of value adjustments and provisions, subject to risk weights",,-1,-1,"{DF060B4A-7D9C-4DB8-AE2EFA09E3BDB63D}",1012,1266
"Exposure weighted average LGD",,-1,-1,"{1CC736F9-AC57-4E08-967687E24EC77259}",1012,1267
"Fair value",,-1,-1,"{A7EA86A2-D3CE-4646-B3348797BD28D81E}",1012,1268
"First foreseeable termination date",,-1,-1,"{FA7BBF2F-EE90-445E-8927DD44DFBD134F}",1012,1269
"Foreign currency translation (flow)",,-1,-1,"{1B540C8C-AE97-487F-AEF53389AA2EE96A}",1012,1270
"Fully adjusted exposure value (E*), net of value adjustments and provisions",,-1,-1,"{83E24EFC-BD74-4F0E-B5EB4A4E92B07CBA}",1012,1271
"Fully adjusted exposure value E* including value adjustments and provisions",,-1,-1,"{2A9A1E3E-725A-4ABF-9A7A8ACAE5272C19}",1012,1272
"Goodwill included in carrying amount",,-1,-1,"{716A675C-BEF5-49F2-A8CAC235923417B9}",1012,1274
"Accumulated change in fair value before taxes",,-1,-1,"{38D5CED8-C0B4-4976-AE4874A46F29BA38}",1012,1276
"Gross carrying amount","Gross carrying amount of debt instuments as in Annex V, part 1 (different for different portfolios). In general carrying amount before adjusting for credit risk (allowances or negative fair value changes due to credit risk).",-1,-1,"{5DC2ADA4-62BD-4656-A167C13570A9DBEF}",1012,1278
"Is a group",,-1,-1,"{67802E66-A9B2-4E8D-82A115D1B19B3BD8}",1012,1291
"Group structure",,-1,-1,"{ECF71396-29E6-406C-8EA134C938516834}",1012,1292
"Increase in the discounted amount and effect of any change in the discount rate (flow)",,-1,-1,"{5895FBF4-7163-4E2B-9BD90CA56E4BDB22}",1012,1293
"Increases in allowances due to amounts set aside for estimated loan losses during the period (flow)",,-1,-1,"{22542CA2-BC02-45D5-86CF5B426606A585}",1012,1295
"Incremental default and migration risk capital charge",,-1,-1,"{44FABC8E-FD42-4910-94D24E4F6706F41B}",1012,1296
"Incremental default and migration risk capital charge last measure",,-1,-1,"{E172D6A2-9842-49B2-86911E905B3F6180}",1012,1297
"Incurred CVA",,-1,-1,"{9820CFF1-92ED-4827-B8074EDB02C484BA}",1012,1299
"Institution type",,-1,-1,"{6E0594B4-3505-4F57-9A398A7B95EC97E3}",1012,1300
"Institution company structure",,-1,-1,"{3B19BC50-F882-428C-BCAEC35A85FAE081}",1012,1301
"Institution or equivalent",,-1,-1,"{D37E8BE8-5FC9-40AD-B829D8009FF6CF5D}",1012,1302
"Interest cost (flow)",,-1,-1,"{840C1D6D-F7AA-47F5-BA46B37E9A417968}",1012,1303
"Internal code of the securitisation",,-1,-1,"{87EF4335-BCB8-46F7-9D52D5079244C47D}",1012,1304
"Issuance of equity Instruments other than capital instruments (flow)",,-1,-1,"{E85FFBFD-BCB0-462A-B6D2882229B816A2}",1012,1306
"Issuance of ordinary shares (flow)",,-1,-1,"{B4BB9A10-B132-4585-9B0899D719CC189D}",1012,1307
"Issuance of preference shares (flow)",,-1,-1,"{C561D16E-750E-4D33-88F1ECDDCF12D0FA}",1012,1308
"Jurisdiction of incorporation",,-1,-1,"{3AD20160-5E96-43EF-9A58AA835BAC556C}",1012,1309
"Exposure value after application of exemptions and CRM",,-1,-1,"{C343DD30-E753-45A7-8A18B8CEB975B3C8}",1012,1310
"Exposure value before application of exemptions and CRM",,-1,-1,"{3EDE9ABF-837E-43D4-AD39CFFA2A7BF075}",1012,1311
"LE Original exposure",,-1,-1,"{2908DC93-0E1D-4CC1-A7F10C8EB957FBC1}",1012,1312
"LE Percentage against capital before application of exemptions and CRM",,-1,-1,"{7FF04FDD-30E0-4D7D-A107A3F91C9CA6B3}",1012,1313
"Legal final maturity date",,-1,-1,"{E46A0314-8730-4CEE-850C6153CD9CAEB7}",1012,1314
"LGD",,-1,-1,"{7348CC32-1928-4740-B763DB9604B11AFB}",1012,1315
"Limit for grandfathering",,-1,-1,"{D30A6C4B-8121-49F9-917941244B639B14}",1012,1316
"Limit for grandfathering of instruments not constituting State aid",,-1,-1,"{AE9D005D-ECA5-47ED-B9EDF6D00646000E}",1012,1317
"Losses stemming from lending collateralised",,-1,-1,"{654B23D9-9CEB-43BE-87E21EB65B27B6EF}",1012,1318
"Losses stemming from lending collateralised - Valued with mortgage lending value",,-1,-1,"{6D0BB9D3-2B91-45F1-9C28654FF167F94D}",1012,1319
"Maturity value (days)",,-1,-1,"{1ED35E22-FDB8-439D-BF511C9845941056}",1012,1320
"Maximum amount of the collateral/guarantee that can be considered",,-1,-1,"{7DAD5A0D-A431-46CB-8C7BDE31B1961213}",1012,1321
"Maximum single loss (flow)",,-1,-1,"{E7470A9A-6B35-4362-BB44245A07BBEC25}",1012,1323
"Mean credit spread",,-1,-1,"{68988FF7-F2E3-4159-B037D72B4DD2011D}",1012,1324
"Name of counterparty",,-1,-1,"{2821E881-F584-4DCB-802E5A3D0D2FDAD4}",1012,1326
"Name of entity",,-1,-1,"{81F96F45-EC35-48C8-8FA5996EE1596A6F}",1012,1327
"Name of Holding entity",,-1,-1,"{76C3870F-07BC-4E13-98BF62B84AB57E88}",1012,1328
"Notional amount","The ‘Notional amount’ shall be the gross nominal of all deals concluded and not yet settled at the reference date, regardless of whether these deals lead to derivative exposures being booked on-balance sheet. (Annex V, Part 2, include further details)",-1,-1,"{A17233C1-0E75-4056-BC0F22224DC43A0F}",1012,1338
"Notional amount retained or repurchased of credit protection",,-1,-1,"{6BDF090B-8B61-4EC8-88860666ED05AB80}",1012,1341
"Nominal amount, Maximum collateral/guarantee that can be considered",,-1,-1,"{22887BC7-D4AB-4995-8A6799925E4394D6}",1012,1343
"Number of breaches during reporting period",,-1,-1,"{C20A5397-79C5-430D-80FCA16411271CDC}",1012,1344
"Number of counterparties",,-1,-1,"{D44AD626-A9D2-453D-92421B3359ADC5AD}",1012,1345
"Number of exposures",,-1,-1,"{3D6CC4A7-88D8-43DB-9B0325F8DB24C84E}",1012,1346
"Number of loss events (flow)",,-1,-1,"{1B288A61-448E-472B-92886CF0C3CFC829}",1012,1347
"Number of obligors",,-1,-1,"{D8B5A8AB-7169-4893-B0416978D93D8D9A}",1012,1348
"Number of overshootings",,-1,-1,"{CCDC7299-8BAA-4C56-8B46E43CAE474616}",1012,1349
"Observed new defaults for the period (flow)",,-1,-1,"{593A787F-DA21-4DB9-95427D16860AD577}",1012,1351
"Original exposure pre conversion factors",,-1,-1,"{763057FC-3D54-4C45-B7F3462B30E85F2A}",1012,1353
