StartDate,EndDate,Status,ReleaseID,Error,VariableGenerationID
"11/12/24 09:52:53","11/12/24 09:53:04","failed",3,"Variables generation process can not be launched: There are blocking model violations.",151
"11/12/24 10:17:19","11/12/24 10:17:32","failed",3,"Variables generation process can not be launched: There are blocking model violations.",152
"11/12/24 14:35:45","11/12/24 14:42:20","success",3,,153
"11/13/24 22:18:33","11/13/24 22:25:28","success",3,,154
"11/14/24 11:54:31","11/14/24 12:01:18","success",3,,155
"11/18/24 09:34:40","11/18/24 09:41:34","success",3,,156
"11/18/24 09:44:33","11/18/24 09:51:24","success",3,,157
"11/19/24 20:35:42","11/19/24 20:40:35","failed",3,"Variables generation process failed: There are blocking model violations.",158
"11/19/24 20:48:26","11/19/24 20:48:52","failed",3,"Variables generation process can not be launched: There are blocking model violations.",159
"11/19/24 20:50:43","11/19/24 20:54:17","failed",3,"Variables generation process failed: There are blocking model violations.",160
"11/19/24 20:56:39","11/19/24 21:02:16","success",3,,161
"11/19/24 21:02:54","11/19/24 21:09:48","success",3,"502 BAD_GATEWAY ""Error occurred while expression variant generation process.""",162
"11/20/24 09:55:40","11/20/24 10:02:40","success",3,,163
"11/20/24 20:21:10","11/20/24 20:25:25","success",3,,164
"11/21/24 09:56:06","11/21/24 10:00:05","success",3,,165
"11/21/24 13:40:21","11/21/24 13:40:44","failed",3,"Variables generation process can not be launched: There are blocking model violations.",166
"11/21/24 13:43:40","11/21/24 13:47:36","success",3,"502 BAD_GATEWAY ""Error occurred while expression variant generation process.""",167
"11/21/24 15:48:52","11/21/24 15:52:49","success",3,,168
"12/04/24 15:06:54","12/04/24 15:10:50","success",3,,169
"01/16/25 08:00:09","01/16/25 08:00:23","failed",4,"Variables generation process can not be launched: There are blocking model violations.",170
"01/16/25 08:00:42","01/16/25 08:00:50","failed",4,"Variables generation process can not be launched: There are blocking model violations.",171
"01/22/25 07:49:36","01/22/25 07:49:46","failed",4,"Variables generation process can not be launched: There are blocking model violations.",172
"01/24/25 11:46:00","01/24/25 11:46:08","failed",4,"Variables generation process can not be launched: There are blocking model violations.",173
"01/26/25 20:28:25","01/26/25 20:28:33","failed",4,"Variables generation process can not be launched: There are blocking model violations.",174
"01/27/25 15:01:04","01/27/25 15:01:12","failed",4,"Variables generation process can not be launched: There are blocking model violations.",175
"01/28/25 14:52:16","01/28/25 14:52:25","failed",4,"Variables generation process can not be launched: There are blocking model violations.",176
"01/30/25 07:12:04","01/30/25 07:12:13","failed",4,"Variables generation process can not be launched: There are blocking model violations.",177
"01/30/25 09:59:27","01/30/25 09:59:35","failed",4,"Variables generation process can not be launched: There are blocking model violations.",178
"01/30/25 13:41:51","01/30/25 13:41:58","failed",4,"Variables generation process can not be launched: There are blocking model violations.",179
"01/30/25 13:59:25","01/30/25 13:59:32","failed",4,"Variables generation process can not be launched: There are blocking model violations.",180
"01/30/25 14:04:48","01/30/25 14:07:05","success",4,,181
"01/30/25 17:10:43","01/30/25 17:17:26","success",4,,182
"01/30/25 17:17:48","01/30/25 17:19:19","success",4,,183
"01/31/25 11:02:04","01/31/25 11:03:37","success",4,,184
"01/31/25 22:13:18","01/31/25 22:13:26","failed",4,"Variables generation process can not be launched: There are blocking model violations.",185
"02/02/25 22:55:21","02/02/25 22:55:28","failed",4,"Variables generation process can not be launched: There are blocking model violations.",186
"02/02/25 22:56:09","02/02/25 22:56:15","failed",4,"Variables generation process can not be launched: There are blocking model violations.",187
"02/03/25 00:21:32","02/03/25 00:21:38","failed",4,"Variables generation process can not be launched: There are blocking model violations.",188
"02/04/25 09:22:44","02/04/25 09:22:52","failed",4,"Variables generation process can not be launched: There are blocking model violations.",189
"02/04/25 14:57:52","02/04/25 14:57:58","failed",4,"Variables generation process can not be launched: There are blocking model violations.",190
"02/05/25 10:12:00","02/05/25 10:12:07","failed",4,"Variables generation process can not be launched: There are blocking model violations.",191
"02/05/25 16:24:42","02/05/25 16:25:01","failed",4,"Variables generation process can not be launched: There are blocking model violations.",192
"02/06/25 08:32:40","02/06/25 08:32:50","failed",4,"Variables generation process can not be launched: There are blocking model violations.",193
"02/06/25 08:36:13","02/06/25 08:37:18","failed",4,"Variables generation process failed: There are blocking model violations.",194
"02/06/25 09:08:25","02/06/25 09:10:16","success",4,,195
"02/06/25 16:00:20","02/06/25 16:07:41","success",4,,196
"02/06/25 16:24:26","02/06/25 16:32:04","success",4,,197
"02/10/25 12:01:03","02/10/25 12:01:14","failed",4,"Variables generation process can not be launched: There are blocking model violations.",198
"02/10/25 13:17:18","02/10/25 13:17:27","failed",4,"Variables generation process can not be launched: There are blocking model violations.",199
"02/10/25 15:31:40","02/10/25 15:31:48","failed",4,"Variables generation process can not be launched: There are blocking model violations.",200
"02/10/25 15:31:56","02/10/25 15:32:04","failed",4,"Variables generation process can not be launched: There are blocking model violations.",201
"02/10/25 15:35:12","02/10/25 15:35:20","failed",4,"Variables generation process can not be launched: There are blocking model violations.",202
"02/10/25 15:39:58","02/10/25 15:41:49","success",4,,203
"02/11/25 15:18:41","02/11/25 15:20:34","success",4,,204
"02/12/25 13:35:09","02/12/25 13:35:17","failed",4,"Variables generation process can not be launched: There are blocking model violations.",205
"02/12/25 13:50:24","02/12/25 13:50:32","failed",4,"Variables generation process can not be launched: There are blocking model violations.",206
"02/12/25 13:53:16","02/12/25 13:53:24","failed",4,"Variables generation process can not be launched: There are blocking model violations.",207
"02/12/25 13:58:08","02/12/25 13:58:16","failed",4,"Variables generation process can not be launched: There are blocking model violations.",208
"02/12/25 13:59:06","02/12/25 14:06:33","success",4,,209
"02/13/25 16:37:33","02/13/25 16:37:48","failed",4,"Variables generation process can not be launched: There are blocking model violations.",210
"02/13/25 16:41:19","02/13/25 16:42:51","failed",4,"Variables generation process failed: There are blocking model violations.",211
"02/13/25 17:24:07","02/13/25 17:24:17","failed",4,"Variables generation process can not be launched: There are blocking model violations.",212
"02/13/25 17:24:45","02/13/25 17:24:53","failed",4,"Variables generation process can not be launched: There are blocking model violations.",213
"02/13/25 17:28:14","02/13/25 17:28:22","failed",4,"Variables generation process can not be launched: There are blocking model violations.",214
"02/13/25 17:28:57","02/13/25 17:29:05","failed",4,"Variables generation process can not be launched: There are blocking model violations.",215
"02/13/25 17:33:28","02/13/25 17:33:36","failed",4,"Variables generation process can not be launched: There are blocking model violations.",216
"02/13/25 17:35:44","02/13/25 17:35:52","failed",4,"Variables generation process can not be launched: There are blocking model violations.",217
"02/13/25 17:36:48","02/13/25 17:36:56","failed",4,"Variables generation process can not be launched: There are blocking model violations.",218
"02/13/25 17:38:01","02/13/25 17:38:09","failed",4,"Variables generation process can not be launched: There are blocking model violations.",219
"02/13/25 17:41:15","02/13/25 17:41:24","failed",4,"Variables generation process can not be launched: There are blocking model violations.",220
"02/13/25 17:52:19","02/13/25 17:53:35","failed",4,"Variables generation process failed: There are blocking model violations.",221
"02/14/25 08:26:57","02/14/25 08:29:21","success",4,,222
"02/14/25 11:48:17","02/14/25 11:48:29","failed",4,"Variables generation process can not be launched: There are blocking model violations.",223
"02/14/25 11:57:44","02/14/25 12:05:10","success",4,,224
"02/14/25 16:03:33","02/14/25 16:11:03","success",4,,225
"02/17/25 11:40:57","02/17/25 11:47:29","failed",4,"Variables generation process failed: There are blocking model violations.",226
"02/17/25 14:00:49","02/17/25 14:00:59","failed",4,"Variables generation process can not be launched: There are blocking model violations.",227
"02/17/25 14:01:07","02/17/25 14:01:16","failed",4,"Variables generation process can not be launched: There are blocking model violations.",228
"02/17/25 14:05:59","02/17/25 14:08:17","success",4,,229
"02/19/25 09:00:21","02/19/25 09:00:35","failed",4,"Variables generation process can not be launched: There are blocking model violations.",230
"02/19/25 09:04:38","02/19/25 09:04:46","failed",4,"Variables generation process can not be launched: There are blocking model violations.",231
"02/19/25 09:19:20","02/19/25 09:26:17","success",4,,232
"02/19/25 16:31:28","02/19/25 16:38:24","success",4,,233
"02/20/25 09:18:05","02/20/25 09:19:42","success",4,,234
"02/21/25 11:38:25","02/21/25 11:38:37","failed",4,"Variables generation process can not be launched: There are blocking model violations.",235
"02/21/25 14:34:41","02/21/25 14:34:49","failed",4,"Variables generation process can not be launched: There are blocking model violations.",236
"02/21/25 14:37:56","02/21/25 14:38:04","failed",4,"Variables generation process can not be launched: There are blocking model violations.",237
"02/21/25 14:42:56","02/21/25 14:43:04","failed",4,"Variables generation process can not be launched: There are blocking model violations.",238
"02/21/25 14:44:49","02/21/25 14:44:57","failed",4,"Variables generation process can not be launched: There are blocking model violations.",239
"02/21/25 15:01:37","02/21/25 15:02:39","failed",4,"Variables generation process failed: There are blocking model violations.",240
"02/21/25 15:09:09","02/21/25 15:09:20","failed",4,"Variables generation process can not be launched: There are blocking model violations.",241
"02/21/25 15:11:46","02/21/25 15:13:27","success",4,,242
"02/21/25 15:15:17","02/21/25 15:22:02","success",4,,243
